"site_id","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no"
5576,44.418877,-68.106331,9,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12322,458,"Individuals at a feeding station",2011,5,14,134,2455696,8,2011,5,30,150,2455712,NA
5580,44.640827,-67.893944,52,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12351,292,"Live individuals",2011,7,3,184,2455746,7,2011,7,3,184,2455746,7
5580,44.640827,-67.893944,52,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12351,292,"Live individuals",2011,7,17,198,2455760,7,2011,8,27,239,2455801,7
5580,44.640827,-67.893944,52,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12351,293,"Calls or song (birds)",2011,7,3,184,2455746,7,2011,7,3,184,2455746,7
5580,44.640827,-67.893944,52,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12351,293,"Calls or song (birds)",2011,7,17,198,2455760,7,2011,7,17,198,2455760,28
5580,44.640827,-67.893944,52,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12351,312,"Flower visitation",2011,7,3,184,2455746,7,2011,7,3,184,2455746,7
5580,44.640827,-67.893944,52,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12351,312,"Flower visitation",2011,7,17,198,2455760,7,2011,8,14,226,2455788,7
5580,44.640827,-67.893944,52,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12351,446,"Feeding",2011,7,3,184,2455746,7,2011,7,3,184,2455746,7
5580,44.640827,-67.893944,52,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12351,446,"Feeding",2011,7,17,198,2455760,7,2011,8,14,226,2455788,7
5598,44.356728,-70.204659,126,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12480,292,"Live individuals",2011,5,30,150,2455712,14,2011,6,20,171,2455733,7
5598,44.356728,-70.204659,126,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12480,292,"Live individuals",2011,7,4,185,2455747,7,2011,7,4,185,2455747,7
5598,44.356728,-70.204659,126,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12480,292,"Live individuals",2011,7,18,199,2455761,7,2011,7,18,199,2455761,7
5598,44.356728,-70.204659,126,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12480,292,"Live individuals",2011,8,8,220,2455782,7,2011,8,8,220,2455782,7
5598,44.356728,-70.204659,126,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12480,312,"Flower visitation",2011,6,6,157,2455719,7,2011,6,20,171,2455733,7
5598,44.356728,-70.204659,126,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12480,312,"Flower visitation",2011,7,18,199,2455761,7,2011,7,18,199,2455761,7
5598,44.356728,-70.204659,126,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12480,446,"Feeding",2011,5,30,150,2455712,14,2011,6,20,171,2455733,7
5598,44.356728,-70.204659,126,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12480,446,"Feeding",2011,7,4,185,2455747,7,2011,7,4,185,2455747,7
5598,44.356728,-70.204659,126,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12480,446,"Feeding",2011,7,18,199,2455761,7,2011,7,18,199,2455761,7
5598,44.356728,-70.204659,126,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12480,446,"Feeding",2011,8,8,220,2455782,7,2011,8,8,220,2455782,7
5598,44.356728,-70.204659,126,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12480,458,"Individuals at a feeding station",2011,5,30,150,2455712,14,2011,6,20,171,2455733,7
5598,44.356728,-70.204659,126,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12480,458,"Individuals at a feeding station",2011,7,4,185,2455747,7,2011,7,4,185,2455747,7
5603,43.907894,-70.609207,104,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12487,292,"Live individuals",2011,5,5,125,2455687,NA,2011,7,11,192,2455754,NA
5603,43.907894,-70.609207,104,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12487,446,"Feeding",2011,5,5,125,2455687,NA,2011,5,7,127,2455689,3
5603,43.907894,-70.609207,104,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12487,446,"Feeding",2011,5,11,131,2455693,1,2011,7,11,192,2455754,NA
5603,43.907894,-70.609207,104,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12487,458,"Individuals at a feeding station",2011,5,5,125,2455687,NA,2011,5,7,127,2455689,3
5603,43.907894,-70.609207,104,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12487,458,"Individuals at a feeding station",2011,5,11,131,2455693,1,2011,7,11,192,2455754,NA
5604,44.395542,-68.019897,11,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12492,292,"Live individuals",2011,5,2,122,2455684,NA,2011,6,3,154,2455716,NA
5604,44.395542,-68.019897,11,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12492,446,"Feeding",2011,5,2,122,2455684,NA,2011,6,3,154,2455716,NA
5604,44.395542,-68.019897,11,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12492,458,"Individuals at a feeding station",2011,5,2,122,2455684,NA,2011,6,3,154,2455716,NA
5605,44.395542,-68.019897,11,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12563,292,"Live individuals",2011,5,22,142,2455704,5,2011,5,22,142,2455704,9
5605,44.395542,-68.019897,11,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12563,292,"Live individuals",2011,6,3,154,2455716,3,2011,6,3,154,2455716,NA
5627,43.697197,-70.29203,30,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12595,292,"Live individuals",2011,7,3,184,2455746,6,2011,7,3,184,2455746,9
5627,43.697197,-70.29203,30,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12595,446,"Feeding",2011,7,3,184,2455746,6,2011,7,3,184,2455746,9
5627,43.697197,-70.29203,30,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12595,458,"Individuals at a feeding station",2011,5,13,133,2455695,1,2011,5,13,133,2455695,6
5627,43.697197,-70.29203,30,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12595,458,"Individuals at a feeding station",2011,7,3,184,2455746,6,2011,7,3,184,2455746,9
2772,36.440838,-84.323586,554,"TN",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",13218,292,"Live individuals",2011,6,5,156,2455718,NA,2011,6,5,156,2455718,1
2772,36.440838,-84.323586,554,"TN",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",13218,292,"Live individuals",2011,7,19,200,2455762,1,2011,7,22,203,2455765,2
2772,36.440838,-84.323586,554,"TN",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",13218,292,"Live individuals",2011,7,26,207,2455769,1,2011,7,26,207,2455769,1
2772,36.440838,-84.323586,554,"TN",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",13218,292,"Live individuals",2011,8,5,217,2455779,2,2011,8,5,217,2455779,2
2772,36.440838,-84.323586,554,"TN",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",13218,292,"Live individuals",2011,8,11,223,2455785,1,2011,8,14,226,2455788,1
2772,36.440838,-84.323586,554,"TN",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",13218,292,"Live individuals",2011,8,17,229,2455791,2,2011,8,22,234,2455796,1
2772,36.440838,-84.323586,554,"TN",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",13218,292,"Live individuals",2011,8,29,241,2455803,1,2011,8,29,241,2455803,1
2772,36.440838,-84.323586,554,"TN",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",13218,292,"Live individuals",2011,9,8,251,2455813,2,2011,9,8,251,2455813,1
2772,36.440838,-84.323586,554,"TN",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",13218,292,"Live individuals",2011,9,17,260,2455822,1,2011,9,20,263,2455825,4
2772,36.440838,-84.323586,554,"TN",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",13218,292,"Live individuals",2011,9,28,271,2455833,1,2011,9,29,272,2455834,2
2772,36.440838,-84.323586,554,"TN",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",13218,292,"Live individuals",2011,10,7,280,2455842,2,2011,10,7,280,2455842,2
